Site,Site2,Month,Order2,PlantSpecies,Blooms,Date,Count,countabun,abuncount1,logabuncount1,Color,Range,Blooms2,Count2
Barb,Site 1,JulyAugust,41,Wild bergamot,43,7/28/2020,0,0,1,0,Purple,Native,43,0
Boyd,Site 2,JulyAugust,6,Alfalfa,29,7/2/2020,0,0,1,0,Purple,Non-Native,29,0
Boyd,Site 2,JulyAugust,6,Alfalfa,29,7/22/2020,0,0,1,0,Purple,Non-Native,29,0
Boyd,Site 2,JulyAugust,6,Alfalfa,29,8/2/2020,0,0,1,0,Purple,Non-Native,29,0
Jesse,Site 3,JulyAugust,30,Common selfheal,8,8/29/2020,0,0,1,0,Purple,Native,8,0
Jesse,Site 3,JulyAugust,12,Hairy ruellia,5,8/29/2020,0,0,1,0,Purple,Native,5,0
Jesse,Site 3,JulyAugust,21,Hoary vervain,2.5,8/29/2020,0,0,1,0,Purple,Native,2.5,0
Jesse,Site 3,JulyAugust,38,Purple prairie clover,126,8/29/2020,0,0,1,0,Purple,Native,126,0
Jesse,Site 3,JulyAugust,41,Wild bergamot,108.5,8/29/2020,0,0,1,0,Purple,Native,108.5,0
Jesse,Site 3,JulyAugust,1,Red clover,88.5,8/29/2020,0,0,1,0,Purple,Non-Native,88.5,0
Uthe,Site 4,JulyAugust,41,Wild bergamot,24.5,7/2/2020,0,0,1,0,Purple,Native,24.5,0
Uthe,Site 4,JulyAugust,41,Wild bergamot,24.5,7/12/2020,2,0.081632653,1.081632653,0.03407979,Purple,Native,24.5,2
Uthe,Site 4,JulyAugust,41,Wild bergamot,24.5,7/22/2020,2,0.081632653,1.081632653,0.03407979,Purple,Native,24.5,2
Uthe,Site 4,JulyAugust,41,Wild bergamot,24.5,8/2/2020,0,0,1,0,Purple,Native,24.5,0
Uthe,Site 4,JulyAugust,41,Wild bergamot,24.5,8/22/2020,0,0,1,0,Purple,Native,24.5,0
Uthe,Site 4,JulyAugust,41,Wild bergamot,24.5,8/29/2020,0,0,1,0,Purple,Native,24.5,0
GM,Site 5,July,1,Red clover,0.071428571,7/2/2019,0,0,1,0,Purple,Non-Native,0.071428571,0
GM,Site 5,July,1,Red clover,0.071428571,7/17/2019,0,0,1,0,Purple,Non-Native,0.071428571,0
GM,Site 5,July,1,Red clover,0.071428571,7/18/2019,0,0,1,0,Purple,Non-Native,0.071428571,0
GM,Site 5,July,1,Red clover,0.071428571,7/20/2019,0,0,1,0,Purple,Non-Native,0.071428571,0
GM,Site 5,July,1,Red clover,0.071428571,7/24/2019,0,0,1,0,Purple,Non-Native,0.071428571,0
GM,Site 5,July,1,Red clover,0.071428571,7/25/2019,0,0,1,0,Purple,Non-Native,0.071428571,0
GM,Site 5,July,1,Red clover,0.071428571,7/27/2019,0,0,1,0,Purple,Non-Native,0.071428571,0
GM,Site 5,July,1,Red clover,0.071428571,7/28/2019,0,0,1,0,Purple,Non-Native,0.071428571,0
GM,Site 5,July,1,Red clover,0.071428571,8/3/2019,0,0,1,0,Purple,Non-Native,0.071428571,0
GM,Site 5,July,1,Red clover,0.071428571,8/4/2019,0,0,1,0,Purple,Non-Native,0.071428571,0
GM,Site 5,July,1,Red clover,0.071428571,8/5/2019,0,0,1,0,Purple,Non-Native,0.071428571,0
GM,Site 5,July,1,Red clover,0.071428571,8/6/2019,0,0,1,0,Purple,Non-Native,0.071428571,0
GM,Site 5,July,1,Red clover,0.071428571,8/7/2019,0,0,1,0,Purple,Non-Native,0.071428571,0
GM,Site 5,July,1,Red clover,0.071428571,8/8/2019,0,0,1,0,Purple,Non-Native,0.071428571,0
GM,Site 5,July,1,Red clover,0.071428571,8/9/2019,0,0,1,0,Purple,Non-Native,0.071428571,0
AD,Site 6,July,43,Chicory,1,6/24/2020,0,0,1,0,Purple,Non-Native,1,0
AD,Site 6,July,43,Chicory,1,6/29/2020,0,0,1,0,Purple,Non-Native,1,0
AD,Site 6,July,43,Chicory,1,6/30/2020,0,0,1,0,Purple,Non-Native,1,0
AD,Site 6,July,43,Chicory,1,7/13/2020,0,0,1,0,Purple,Non-Native,1,0
AD,Site 6,July,43,Chicory,1,7/16/2020,0,0,1,0,Purple,Non-Native,1,0
AD,Site 6,July,43,Chicory,1,7/19/2020,0,0,1,0,Purple,Non-Native,1,0
AD,Site 6,July,43,Chicory,1,7/24/2020,1,1,2,0.301029996,Purple,Non-Native,1,1
AD,Site 6,July,43,Chicory,1,7/27/2020,0,0,1,0,Purple,Non-Native,1,0
AD,Site 6,July,43,Chicory,1,7/29/2020,0,0,1,0,Purple,Non-Native,1,0
AD,Site 6,July,43,Chicory,1,8/1/2020,0,0,1,0,Purple,Non-Native,1,0
AD,Site 6,July,43,Chicory,1,8/4/2020,0,0,1,0,Purple,Non-Native,1,0
Jesse,Site 3,JulyAugust,8,Carolina horse nettle,2.5,7/6/2020,0,0,1,0,White,Native,2.5,0
Jesse,Site 3,JulyAugust,8,Carolina horse nettle,2.5,7/17/2020,0,0,1,0,White,Native,2.5,0
Jesse,Site 3,JulyAugust,8,Carolina horse nettle,2.5,7/28/2020,0,0,1,0,White,Native,2.5,0
Jesse,Site 3,JulyAugust,8,Carolina horse nettle,2.5,8/7/2020,0,0,1,0,White,Native,2.5,0
Jesse,Site 3,JulyAugust,8,Carolina horse nettle,2.5,8/14/2020,0,0,1,0,White,Native,2.5,0
Jesse,Site 3,JulyAugust,8,Carolina horse nettle,2.5,8/29/2020,0,0,1,0,White,Native,2.5,0
Boyd,Site 2,JulyAugust,16,Canada thistle,42.5,7/2/2020,1,0.023529412,1.023529412,0.010100327,Purple,Non-Native,42.5,1
Boyd,Site 2,JulyAugust,16,Canada thistle,42.5,7/22/2020,0,0,1,0,Purple,Non-Native,42.5,0
Boyd,Site 2,JulyAugust,16,Canada thistle,42.5,8/2/2020,0,0,1,0,Purple,Non-Native,42.5,0
Jesse,Site 3,JulyAugust,7,Eastern daisy fleabane,87.5,7/6/2020,1,0.011428571,1.011428571,0.004935218,White,Native,87.5,1
Jesse,Site 3,JulyAugust,7,Eastern daisy fleabane,87.5,7/17/2020,0,0,1,0,White,Native,87.5,0
Jesse,Site 3,JulyAugust,7,Eastern daisy fleabane,87.5,7/28/2020,0,0,1,0,White,Native,87.5,0
Jesse,Site 3,JulyAugust,7,Eastern daisy fleabane,87.5,8/7/2020,0,0,1,0,White,Native,87.5,0
Jesse,Site 3,JulyAugust,7,Eastern daisy fleabane,87.5,8/14/2020,0,0,1,0,White,Native,87.5,0
Jesse,Site 3,JulyAugust,7,Eastern daisy fleabane,87.5,8/29/2020,0,0,1,0,White,Native,87.5,0
Uthe,Site 4,JulyAugust,19,Bull thistle,1,7/2/2020,0,0,1,0,Purple,Non-Native,1,0
Uthe,Site 4,JulyAugust,19,Bull thistle,1,7/12/2020,2,2,3,0.477121255,Purple,Non-Native,1,2
Uthe,Site 4,JulyAugust,19,Bull thistle,1,7/22/2020,33,33,34,1.531478917,Purple,Non-Native,1,33
Uthe,Site 4,JulyAugust,19,Bull thistle,1,8/2/2020,0,0,1,0,Purple,Non-Native,1,0
Uthe,Site 4,JulyAugust,19,Bull thistle,1,8/22/2020,9,9,10,1,Purple,Non-Native,1,9
Uthe,Site 4,JulyAugust,19,Bull thistle,1,8/29/2020,19,19,20,1.301029996,Purple,Non-Native,1,19
GM,Site 5,July,7,Eastern daisy fleabane,16.35714286,7/2/2019,0,0,1,0,White,Native,16.35714286,0
GM,Site 5,July,7,Eastern daisy fleabane,16.35714286,7/17/2019,0,0,1,0,White,Native,16.35714286,0
GM,Site 5,July,7,Eastern daisy fleabane,16.35714286,7/18/2019,0,0,1,0,White,Native,16.35714286,0
GM,Site 5,July,7,Eastern daisy fleabane,16.35714286,7/20/2019,0,0,1,0,White,Native,16.35714286,0
GM,Site 5,July,7,Eastern daisy fleabane,16.35714286,7/24/2019,0,0,1,0,White,Native,16.35714286,0
GM,Site 5,July,7,Eastern daisy fleabane,16.35714286,7/25/2019,0,0,1,0,White,Native,16.35714286,0
GM,Site 5,July,7,Eastern daisy fleabane,16.35714286,7/27/2019,0,0,1,0,White,Native,16.35714286,0
GM,Site 5,July,7,Eastern daisy fleabane,16.35714286,7/28/2019,0,0,1,0,White,Native,16.35714286,0
GM,Site 5,July,7,Eastern daisy fleabane,16.35714286,8/3/2019,0,0,1,0,White,Native,16.35714286,0
GM,Site 5,July,7,Eastern daisy fleabane,16.35714286,8/4/2019,0,0,1,0,White,Native,16.35714286,0
GM,Site 5,July,7,Eastern daisy fleabane,16.35714286,8/5/2019,0,0,1,0,White,Native,16.35714286,0
GM,Site 5,July,7,Eastern daisy fleabane,16.35714286,8/6/2019,0,0,1,0,White,Native,16.35714286,0
GM,Site 5,July,7,Eastern daisy fleabane,16.35714286,8/7/2019,0,0,1,0,White,Native,16.35714286,0
GM,Site 5,July,7,Eastern daisy fleabane,16.35714286,8/8/2019,0,0,1,0,White,Native,16.35714286,0
GM,Site 5,July,7,Eastern daisy fleabane,16.35714286,8/9/2019,0,0,1,0,White,Native,16.35714286,0
AD,Site 6,July,1,Red clover,1,6/24/2020,0,0,1,0,Purple,Non-Native,1,0
AD,Site 6,July,1,Red clover,1,6/29/2020,0,0,1,0,Purple,Non-Native,1,0
AD,Site 6,July,1,Red clover,1,6/30/2020,1,1,2,0.301029996,Purple,Non-Native,1,1
AD,Site 6,July,1,Red clover,1,7/13/2020,1,1,2,0.301029996,Purple,Non-Native,1,1
AD,Site 6,July,1,Red clover,1,7/16/2020,10,10,11,1.041392685,Purple,Non-Native,1,10
AD,Site 6,July,1,Red clover,1,7/19/2020,8,8,9,0.954242509,Purple,Non-Native,1,8
AD,Site 6,July,1,Red clover,1,7/24/2020,0,0,1,0,Purple,Non-Native,1,0
AD,Site 6,July,1,Red clover,1,7/27/2020,0,0,1,0,Purple,Non-Native,1,0
AD,Site 6,July,1,Red clover,1,7/29/2020,4,4,5,0.698970004,Purple,Non-Native,1,4
AD,Site 6,July,1,Red clover,1,8/1/2020,0,0,1,0,Purple,Non-Native,1,0
AD,Site 6,July,1,Red clover,1,8/4/2020,1,1,2,0.301029996,Purple,Non-Native,1,1
Uthe,Site 4,JulyAugust,22,Morning glory,1,7/2/2020,0,0,1,0,White,Native,1,0
Uthe,Site 4,JulyAugust,22,Morning glory,1,7/12/2020,0,0,1,0,White,Native,1,0
Uthe,Site 4,JulyAugust,22,Morning glory,1,7/22/2020,0,0,1,0,White,Native,1,0
Uthe,Site 4,JulyAugust,22,Morning glory,1,8/2/2020,0,0,1,0,White,Native,1,0
Uthe,Site 4,JulyAugust,22,Morning glory,1,8/22/2020,0,0,1,0,White,Native,1,0
Uthe,Site 4,JulyAugust,22,Morning glory,1,8/29/2020,0,0,1,0,White,Native,1,0
Boyd,Site 2,JulyAugust,1,Red clover,15,7/2/2020,0,0,1,0,Purple,Non-Native,15,0
Boyd,Site 2,JulyAugust,1,Red clover,15,7/22/2020,0,0,1,0,Purple,Non-Native,15,0
Boyd,Site 2,JulyAugust,1,Red clover,15,8/2/2020,0,0,1,0,Purple,Non-Native,15,0
Uthe,Site 4,JulyAugust,28,Black eyed susan,56,7/2/2020,0,0,1,0,Yellow,Native,56,0
Uthe,Site 4,JulyAugust,28,Black eyed susan,56,7/12/2020,0,0,1,0,Yellow,Native,56,0
Uthe,Site 4,JulyAugust,28,Black eyed susan,56,7/22/2020,0,0,1,0,Yellow,Native,56,0
Uthe,Site 4,JulyAugust,28,Black eyed susan,56,8/2/2020,0,0,1,0,Yellow,Native,56,0
Uthe,Site 4,JulyAugust,28,Black eyed susan,56,8/22/2020,0,0,1,0,Yellow,Native,56,0
Uthe,Site 4,JulyAugust,28,Black eyed susan,56,8/29/2020,0,0,1,0,Yellow,Native,56,0
GM,Site 5,July,32,Mountain mint,1.5,7/2/2019,0,0,1,0,White,Native,1.5,0
GM,Site 5,July,32,Mountain mint,1.5,7/17/2019,0,0,1,0,White,Native,1.5,0
GM,Site 5,July,32,Mountain mint,1.5,7/18/2019,0,0,1,0,White,Native,1.5,0
GM,Site 5,July,32,Mountain mint,1.5,7/20/2019,0,0,1,0,White,Native,1.5,0
GM,Site 5,July,32,Mountain mint,1.5,7/24/2019,0,0,1,0,White,Native,1.5,0
GM,Site 5,July,32,Mountain mint,1.5,7/25/2019,0,0,1,0,White,Native,1.5,0
GM,Site 5,July,32,Mountain mint,1.5,7/27/2019,0,0,1,0,White,Native,1.5,0
GM,Site 5,July,32,Mountain mint,1.5,7/28/2019,0,0,1,0,White,Native,1.5,0
GM,Site 5,July,32,Mountain mint,1.5,8/3/2019,0,0,1,0,White,Native,1.5,0
GM,Site 5,July,32,Mountain mint,1.5,8/4/2019,0,0,1,0,White,Native,1.5,0
GM,Site 5,July,32,Mountain mint,1.5,8/5/2019,0,0,1,0,White,Native,1.5,0
GM,Site 5,July,32,Mountain mint,1.5,8/6/2019,0,0,1,0,White,Native,1.5,0
GM,Site 5,July,32,Mountain mint,1.5,8/7/2019,0,0,1,0,White,Native,1.5,0
GM,Site 5,July,32,Mountain mint,1.5,8/8/2019,0,0,1,0,White,Native,1.5,0
GM,Site 5,July,32,Mountain mint,1.5,8/9/2019,0,0,1,0,White,Native,1.5,0
Boyd,Site 2,JulyAugust,22,Morning glory,8.5,7/2/2020,0,0,1,0,White,Native,8.5,0
Boyd,Site 2,JulyAugust,22,Morning glory,8.5,7/22/2020,0,0,1,0,White,Native,8.5,0
Boyd,Site 2,JulyAugust,22,Morning glory,8.5,8/2/2020,0,0,1,0,White,Native,8.5,0
Jesse,Site 3,JulyAugust,24,Yarrow,5,7/6/2020,0,0,1,0,White,Native,5,0
Jesse,Site 3,JulyAugust,24,Yarrow,5,7/17/2020,0,0,1,0,White,Native,5,0
Jesse,Site 3,JulyAugust,24,Yarrow,5,7/28/2020,0,0,1,0,White,Native,5,0
Jesse,Site 3,JulyAugust,24,Yarrow,5,8/7/2020,0,0,1,0,White,Native,5,0
Jesse,Site 3,JulyAugust,24,Yarrow,5,8/14/2020,0,0,1,0,White,Native,5,0
Jesse,Site 3,JulyAugust,24,Yarrow,5,8/29/2020,0,0,1,0,White,Native,5,0
Uthe,Site 4,JulyAugust,47,Goldenrod,6.5,7/2/2020,0,0,1,0,Yellow,Native,6.5,0
Uthe,Site 4,JulyAugust,47,Goldenrod,6.5,7/12/2020,0,0,1,0,Yellow,Native,6.5,0
Uthe,Site 4,JulyAugust,47,Goldenrod,6.5,7/22/2020,0,0,1,0,Yellow,Native,6.5,0
Uthe,Site 4,JulyAugust,47,Goldenrod,6.5,8/2/2020,0,0,1,0,Yellow,Native,6.5,0
Uthe,Site 4,JulyAugust,47,Goldenrod,6.5,8/22/2020,0,0,1,0,Yellow,Native,6.5,0
Uthe,Site 4,JulyAugust,47,Goldenrod,6.5,8/29/2020,0,0,1,0,Yellow,Native,6.5,0
GM,Site 5,July,20,Whorled milkweed,0.071428571,7/2/2019,0,0,1,0,White,Native,0.071428571,0
GM,Site 5,July,20,Whorled milkweed,0.071428571,7/17/2019,0,0,1,0,White,Native,0.071428571,0
GM,Site 5,July,20,Whorled milkweed,0.071428571,7/18/2019,0,0,1,0,White,Native,0.071428571,0
GM,Site 5,July,20,Whorled milkweed,0.071428571,7/20/2019,0,0,1,0,White,Native,0.071428571,0
GM,Site 5,July,20,Whorled milkweed,0.071428571,7/24/2019,0,0,1,0,White,Native,0.071428571,0
GM,Site 5,July,20,Whorled milkweed,0.071428571,7/25/2019,0,0,1,0,White,Native,0.071428571,0
GM,Site 5,July,20,Whorled milkweed,0.071428571,7/27/2019,0,0,1,0,White,Native,0.071428571,0
GM,Site 5,July,20,Whorled milkweed,0.071428571,7/28/2019,0,0,1,0,White,Native,0.071428571,0
GM,Site 5,July,20,Whorled milkweed,0.071428571,8/3/2019,0,0,1,0,White,Native,0.071428571,0
GM,Site 5,July,20,Whorled milkweed,0.071428571,8/4/2019,0,0,1,0,White,Native,0.071428571,0
GM,Site 5,July,20,Whorled milkweed,0.071428571,8/5/2019,1,14.00000008,15.00000008,1.176091261,White,Native,0.071428571,1
GM,Site 5,July,20,Whorled milkweed,0.071428571,8/6/2019,0,0,1,0,White,Native,0.071428571,0
GM,Site 5,July,20,Whorled milkweed,0.071428571,8/7/2019,0,0,1,0,White,Native,0.071428571,0
GM,Site 5,July,20,Whorled milkweed,0.071428571,8/8/2019,0,0,1,0,White,Native,0.071428571,0
GM,Site 5,July,20,Whorled milkweed,0.071428571,8/9/2019,0,0,1,0,White,Native,0.071428571,0
AD,Site 6,July,2,White clover,1,6/24/2020,0,0,1,0,White,Non-Native,1,0
AD,Site 6,July,2,White clover,1,6/29/2020,0,0,1,0,White,Non-Native,1,0
AD,Site 6,July,2,White clover,1,6/30/2020,0,0,1,0,White,Non-Native,1,0
AD,Site 6,July,2,White clover,1,7/13/2020,0,0,1,0,White,Non-Native,1,0
AD,Site 6,July,2,White clover,1,7/16/2020,0,0,1,0,White,Non-Native,1,0
AD,Site 6,July,2,White clover,1,7/19/2020,0,0,1,0,White,Non-Native,1,0
AD,Site 6,July,2,White clover,1,7/24/2020,0,0,1,0,White,Non-Native,1,0
AD,Site 6,July,2,White clover,1,7/27/2020,1,1,2,0.301029996,White,Non-Native,1,1
AD,Site 6,July,2,White clover,1,7/29/2020,0,0,1,0,White,Non-Native,1,0
AD,Site 6,July,2,White clover,1,8/1/2020,0,0,1,0,White,Non-Native,1,0
AD,Site 6,July,2,White clover,1,8/4/2020,0,0,1,0,White,Non-Native,1,0
Barb,Site 1,JulyAugust,39,Rattlesnake master,6,7/6/2020,0,0,1,0,White,Native,6,0
Barb,Site 1,JulyAugust,39,Rattlesnake master,6,7/17/2020,0,0,1,0,White,Native,6,0
Barb,Site 1,JulyAugust,39,Rattlesnake master,6,7/28/2020,0,0,1,0,White,Native,6,0
Uthe,Site 4,JulyAugust,35,Greyheaded coneflower,612,7/2/2020,0,0,1,0,Yellow,Native,612,0
Uthe,Site 4,JulyAugust,35,Greyheaded coneflower,612,7/12/2020,0,0,1,0,Yellow,Native,612,0
Uthe,Site 4,JulyAugust,35,Greyheaded coneflower,612,7/22/2020,1,0.001633987,1.001633987,0.000709052,Yellow,Native,612,1
Uthe,Site 4,JulyAugust,35,Greyheaded coneflower,612,8/2/2020,2,0.003267974,1.003267974,0.001416949,Yellow,Native,612,2
Uthe,Site 4,JulyAugust,35,Greyheaded coneflower,612,8/22/2020,0,0,1,0,Yellow,Native,612,0
Uthe,Site 4,JulyAugust,35,Greyheaded coneflower,612,8/29/2020,0,0,1,0,Yellow,Native,612,0
GM,Site 5,July,24,Yarrow,0.071428571,7/2/2019,0,0,1,0,White,Native,0.071428571,0
GM,Site 5,July,24,Yarrow,0.071428571,7/17/2019,0,0,1,0,White,Native,0.071428571,0
GM,Site 5,July,24,Yarrow,0.071428571,7/18/2019,0,0,1,0,White,Native,0.071428571,0
GM,Site 5,July,24,Yarrow,0.071428571,7/20/2019,0,0,1,0,White,Native,0.071428571,0
GM,Site 5,July,24,Yarrow,0.071428571,7/24/2019,0,0,1,0,White,Native,0.071428571,0
GM,Site 5,July,24,Yarrow,0.071428571,7/25/2019,0,0,1,0,White,Native,0.071428571,0
GM,Site 5,July,24,Yarrow,0.071428571,7/27/2019,0,0,1,0,White,Native,0.071428571,0
GM,Site 5,July,24,Yarrow,0.071428571,7/28/2019,0,0,1,0,White,Native,0.071428571,0
GM,Site 5,July,24,Yarrow,0.071428571,8/3/2019,0,0,1,0,White,Native,0.071428571,0
GM,Site 5,July,24,Yarrow,0.071428571,8/4/2019,0,0,1,0,White,Native,0.071428571,0
GM,Site 5,July,24,Yarrow,0.071428571,8/5/2019,1,14.00000008,15.00000008,1.176091261,White,Native,0.071428571,1
GM,Site 5,July,24,Yarrow,0.071428571,8/6/2019,0,0,1,0,White,Native,0.071428571,0
GM,Site 5,July,24,Yarrow,0.071428571,8/7/2019,0,0,1,0,White,Native,0.071428571,0
GM,Site 5,July,24,Yarrow,0.071428571,8/8/2019,0,0,1,0,White,Native,0.071428571,0
GM,Site 5,July,24,Yarrow,0.071428571,8/9/2019,0,0,1,0,White,Native,0.071428571,0
Barb,Site 1,JulyAugust,40,White vervain,11.5,7/6/2020,0,0,1,0,White,Native,11.5,0
Barb,Site 1,JulyAugust,40,White vervain,11.5,7/17/2020,1,0.086956522,1.086956522,0.036212173,White,Native,11.5,1
Barb,Site 1,JulyAugust,40,White vervain,11.5,7/28/2020,0,0,1,0,White,Native,11.5,0
Jesse,Site 3,JulyAugust,10,White sweet clover,35,7/6/2020,0,0,1,0,White,Non-Native,35,0
Jesse,Site 3,JulyAugust,10,White sweet clover,35,7/17/2020,0,0,1,0,White,Non-Native,35,0
Jesse,Site 3,JulyAugust,10,White sweet clover,35,7/28/2020,0,0,1,0,White,Non-Native,35,0
Jesse,Site 3,JulyAugust,10,White sweet clover,35,8/7/2020,0,0,1,0,White,Non-Native,35,0
Jesse,Site 3,JulyAugust,10,White sweet clover,35,8/14/2020,0,0,1,0,White,Non-Native,35,0
Jesse,Site 3,JulyAugust,10,White sweet clover,35,8/29/2020,0,0,1,0,White,Non-Native,35,0
Uthe,Site 4,JulyAugust,23,Oxeye sunflower,71.5,7/2/2020,2,0.027972028,1.027972028,0.011981297,Yellow,Native,71.5,2
Uthe,Site 4,JulyAugust,23,Oxeye sunflower,71.5,7/12/2020,0,0,1,0,Yellow,Native,71.5,0
Uthe,Site 4,JulyAugust,23,Oxeye sunflower,71.5,7/22/2020,2,0.027972028,1.027972028,0.011981297,Yellow,Native,71.5,2
Uthe,Site 4,JulyAugust,23,Oxeye sunflower,71.5,8/2/2020,0,0,1,0,Yellow,Native,71.5,0
Uthe,Site 4,JulyAugust,23,Oxeye sunflower,71.5,8/22/2020,0,0,1,0,Yellow,Native,71.5,0
Uthe,Site 4,JulyAugust,23,Oxeye sunflower,71.5,8/29/2020,0,0,1,0,Yellow,Native,71.5,0
Jesse,Site 3,JulyAugust,28,Black eyed susan,15,7/6/2020,0,0,1,0,Yellow,Native,15,0
Jesse,Site 3,JulyAugust,28,Black eyed susan,15,7/17/2020,0,0,1,0,Yellow,Native,15,0
Jesse,Site 3,JulyAugust,28,Black eyed susan,15,7/28/2020,0,0,1,0,Yellow,Native,15,0
Jesse,Site 3,JulyAugust,28,Black eyed susan,15,8/7/2020,0,0,1,0,Yellow,Native,15,0
Jesse,Site 3,JulyAugust,28,Black eyed susan,15,8/14/2020,0,0,1,0,Yellow,Native,15,0
Jesse,Site 3,JulyAugust,28,Black eyed susan,15,8/29/2020,0,0,1,0,Yellow,Native,15,0
GM,Site 5,July,18,Queen anne's lace,7.5,7/2/2019,0,0,1,0,White,Non-Native,7.5,0
GM,Site 5,July,18,Queen anne's lace,7.5,7/17/2019,0,0,1,0,White,Non-Native,7.5,0
GM,Site 5,July,18,Queen anne's lace,7.5,7/18/2019,0,0,1,0,White,Non-Native,7.5,0
GM,Site 5,July,18,Queen anne's lace,7.5,7/20/2019,0,0,1,0,White,Non-Native,7.5,0
GM,Site 5,July,18,Queen anne's lace,7.5,7/24/2019,0,0,1,0,White,Non-Native,7.5,0
GM,Site 5,July,18,Queen anne's lace,7.5,7/25/2019,0,0,1,0,White,Non-Native,7.5,0
GM,Site 5,July,18,Queen anne's lace,7.5,7/27/2019,0,0,1,0,White,Non-Native,7.5,0
GM,Site 5,July,18,Queen anne's lace,7.5,7/28/2019,0,0,1,0,White,Non-Native,7.5,0
GM,Site 5,July,18,Queen anne's lace,7.5,8/3/2019,0,0,1,0,White,Non-Native,7.5,0
GM,Site 5,July,18,Queen anne's lace,7.5,8/4/2019,0,0,1,0,White,Non-Native,7.5,0
GM,Site 5,July,18,Queen anne's lace,7.5,8/5/2019,0,0,1,0,White,Non-Native,7.5,0
GM,Site 5,July,18,Queen anne's lace,7.5,8/6/2019,0,0,1,0,White,Non-Native,7.5,0
GM,Site 5,July,18,Queen anne's lace,7.5,8/7/2019,0,0,1,0,White,Non-Native,7.5,0
GM,Site 5,July,18,Queen anne's lace,7.5,8/8/2019,0,0,1,0,White,Non-Native,7.5,0
GM,Site 5,July,18,Queen anne's lace,7.5,8/9/2019,0,0,1,0,White,Non-Native,7.5,0
Barb,Site 1,JulyAugust,2,White clover,2.5,7/6/2020,0,0,1,0,White,Non-Native,2.5,0
Barb,Site 1,JulyAugust,2,White clover,2.5,7/17/2020,0,0,1,0,White,Non-Native,2.5,0
Barb,Site 1,JulyAugust,2,White clover,2.5,7/28/2020,0,0,1,0,White,Non-Native,2.5,0
Boyd,Site 2,JulyAugust,35,Greyheaded coneflower,1317.5,7/2/2020,0,0,1,0,Yellow,Native,1317.5,0
Boyd,Site 2,JulyAugust,35,Greyheaded coneflower,1317.5,7/22/2020,0,0,1,0,Yellow,Native,1317.5,0
Boyd,Site 2,JulyAugust,35,Greyheaded coneflower,1317.5,8/2/2020,1,0.000759013,1.000759013,0.00032951,Yellow,Native,1317.5,1
Jesse,Site 3,JulyAugust,34,Cup plant,1,7/6/2020,0,0,1,0,Yellow,Native,1,0
Jesse,Site 3,JulyAugust,34,Cup plant,1,7/17/2020,0,0,1,0,Yellow,Native,1,0
Jesse,Site 3,JulyAugust,34,Cup plant,1,7/28/2020,0,0,1,0,Yellow,Native,1,0
Jesse,Site 3,JulyAugust,34,Cup plant,1,8/7/2020,0,0,1,0,Yellow,Native,1,0
Jesse,Site 3,JulyAugust,34,Cup plant,1,8/14/2020,2,2,3,0.477121255,Yellow,Native,1,2
Jesse,Site 3,JulyAugust,34,Cup plant,1,8/29/2020,0,0,1,0,Yellow,Native,1,0
GM,Site 5,July,2,White clover,0.071428571,7/2/2019,0,0,1,0,White,Non-Native,0.071428571,0
GM,Site 5,July,2,White clover,0.071428571,7/17/2019,0,0,1,0,White,Non-Native,0.071428571,0
GM,Site 5,July,2,White clover,0.071428571,7/18/2019,0,0,1,0,White,Non-Native,0.071428571,0
GM,Site 5,July,2,White clover,0.071428571,7/20/2019,0,0,1,0,White,Non-Native,0.071428571,0
GM,Site 5,July,2,White clover,0.071428571,7/24/2019,0,0,1,0,White,Non-Native,0.071428571,0
GM,Site 5,July,2,White clover,0.071428571,7/25/2019,0,0,1,0,White,Non-Native,0.071428571,0
GM,Site 5,July,2,White clover,0.071428571,7/27/2019,0,0,1,0,White,Non-Native,0.071428571,0
GM,Site 5,July,2,White clover,0.071428571,7/28/2019,0,0,1,0,White,Non-Native,0.071428571,0
GM,Site 5,July,2,White clover,0.071428571,8/3/2019,0,0,1,0,White,Non-Native,0.071428571,0
GM,Site 5,July,2,White clover,0.071428571,8/4/2019,0,0,1,0,White,Non-Native,0.071428571,0
GM,Site 5,July,2,White clover,0.071428571,8/5/2019,14,196.0000012,197.0000012,2.294466229,White,Non-Native,0.071428571,14
GM,Site 5,July,2,White clover,0.071428571,8/6/2019,0,0,1,0,White,Non-Native,0.071428571,0
GM,Site 5,July,2,White clover,0.071428571,8/7/2019,0,0,1,0,White,Non-Native,0.071428571,0
GM,Site 5,July,2,White clover,0.071428571,8/8/2019,0,0,1,0,White,Non-Native,0.071428571,0
GM,Site 5,July,2,White clover,0.071428571,8/9/2019,0,0,1,0,White,Non-Native,0.071428571,0
AD,Site 6,July,10,White sweet clover,85300,6/24/2020,2,2.34E-05,1.000023447,1.02E-05,White,Non-Native,85300,2
AD,Site 6,July,10,White sweet clover,85300,6/29/2020,0,0,1,0,White,Non-Native,85300,0
AD,Site 6,July,10,White sweet clover,85300,6/30/2020,1,1.17E-05,1.000011723,5.09E-06,White,Non-Native,85300,1
AD,Site 6,July,10,White sweet clover,85300,7/13/2020,0,0,1,0,White,Non-Native,85300,0
AD,Site 6,July,10,White sweet clover,85300,7/16/2020,0,0,1,0,White,Non-Native,85300,0
AD,Site 6,July,10,White sweet clover,85300,7/19/2020,0,0,1,0,White,Non-Native,85300,0
